 MAC: 90:32:4B:02:EC:1D   NAME: Brick Wall Solstice 
 MAC: A6:E5:97:2A:0C:FC   NAME: 57ARL1NK   
 MAC: 00:30:44:3F:FA:1F   NAME:    
 MAC: 78:8A:20:DA:F1:F6   NAME: SkyNet Stage 2 
 MAC: 9C:76:13:E3:4D:00   NAME: Ring Setup 00 
 MAC: 18:9C:27:2D:B8:E0   NAME: ATT6juc7A2   
 MAC: 8A:8A:20:DA:F1:F6   NAME: cph guest 5 
 MAC: 7A:8A:20:DA:F1:F6   NAME: 10010   
 MAC: 9A:8A:20:DA:F1:F6   NAME:    
 MAC: A6:E5:97:4A:0C:FC   NAME:    
 MAC: 12:9F:C2:FF:FE:83   NAME: cph guest 5 
 MAC: F2:9F:C2:FF:FE:83   NAME: SkyNet Stage 2 
 MAC: 02:9F:C2:FF:FE:83   NAME: 10010   
 MAC: D2:32:E5:4C:D7:CE   NAME: TL MEDIA  
 MAC: 3A:B8:00:A3:6C:51   NAME: myChevrolet   
 MAC: F8:55:CD:EE:C0:AD   NAME: 11  HotspotAbWk  
 MAC: 3C:7A:8A:F2:D7:88   NAME: ARRIS-D78A   
 MAC: B8:66:85:CF:1E:26   NAME: MySpectrumWiFi20-2G   
 MAC: 98:52:4A:2A:DF:E0   NAME: sweetemotions   
 MAC: CC:32:E5:4C:D7:CE   NAME: HH Landing  
 MAC: C8:E3:06:2E:B5:C5   NAME: ATTzcHFVvS   
 MAC: C8:E3:06:2E:B5:C3   NAME: 0    
 MAC: C8:E3:06:2E:B5:C7   NAME:    
 MAC: E8:AD:A6:34:00:EE   NAME: Honey Moon Newburgh
 MAC: 22:9F:C2:FF:FE:83   NAME:    
 MAC: B0:95:75:64:4B:DE   NAME: HH Landing  
 MAC: DA:32:E5:4C:D7:CE   NAME: Landing Guest  
 MAC: 96:83:C4:20:CF:52   NAME: CyberSEC   
 MAC: BA:95:75:64:4B:DE   NAME: TL OFC SECURE 
 MAC: D6:32:E5:4C:D7:CE   NAME: TL OFC SECURE 
 MAC: 92:83:C4:20:CF:52   NAME: CyberSEC-Guest   
 MAC: 5E:62:5A:92:29:12   NAME: DIRECT-6J12-G6000series   
 MAC: B6:95:75:64:4B:DE   NAME: TL MEDIA  
