 MAC: 18:9C:27:2D:B8:E0   NAME: ATT6juc7A2   
 MAC: 00:30:44:3F:FA:1F   NAME:    
 MAC: 8A:8A:20:DA:F1:F6   NAME: cph guest 5 
 MAC: 9C:76:13:E3:4D:00   NAME: Ring Setup 00 
 MAC: 7A:8A:20:DA:F1:F6   NAME: 10010   
 MAC: 9A:8A:20:DA:F1:F6   NAME:    
 MAC: 78:8A:20:DA:F1:F6   NAME: SkyNet Stage 2 
 MAC: A6:E5:97:4A:0C:FC   NAME:    
 MAC: 90:32:4B:02:EC:1D   NAME: Brick Wall Solstice 
 MAC: A6:E5:97:2A:0C:FC   NAME: 57ARL1NK   
 MAC: F2:9F:C2:FF:FE:83   NAME: SkyNet Stage 2 
 MAC: 02:9F:C2:FF:FE:83   NAME: 10010   
 MAC: 12:9F:C2:FF:FE:83   NAME: cph guest 5 
 MAC: 98:52:4A:2A:DF:E0   NAME: sweetemotions   
 MAC: 92:83:C4:20:CF:52   NAME: CyberSEC-Guest   
 MAC: 96:83:C4:20:CF:52   NAME: CyberSEC   
 MAC: 22:9F:C2:FF:FE:83   NAME:    
 MAC: 5C:AA:FD:CC:CB:27   NAME:    
 MAC: 5C:AA:FD:CF:19:49   NAME:    
 MAC: 00:25:00:FF:94:73   NAME:    
 MAC: 74:AC:B9:C7:09:4F   NAME: GTRLDTSJ   
 MAC:   NAME:   
 MAC: Station  NAME:   
 MAC: FA:13:DA:6D:51:CB   NAME:   
 MAC: 68:A4:0E:1F:3F:79   NAME:   
 MAC: B8:B7:F1:05:B0:15   NAME:   
 MAC: 9E:AB:8B:62:8E:6B   NAME:   
 MAC: 20:A5:CB:CC:89:4D   NAME:   
 MAC: 18:AF:61:B8:9B:EC   NAME:   
 MAC: 34:7E:5C:D7:EE:8F   NAME:   
 MAC: 94:9F:3E:BB:07:41   NAME:   
 MAC: B8:13:32:8E:18:F0   NAME:   
 MAC: 02:30:44:3E:FA:1F   NAME:   
